index,start_time,end_time,original_telugu,transliteration,Actors
3258,"02:01:28,216","02:01:30,326",satellite controlled stealth weapon ready అయింది.,satellite controlled stealth weapon ready ayindhi.,
3259,"02:01:30,735","02:01:31,746",దీన్ని తయారు చేయించడానికి,dheenni thayaaru cheyinchadaaniki,
3260,"02:01:32,076","02:01:33,206",నేనే ఎంత risk తీసుకున్నానో,nene yentha risk theesukunnaano,
3261,"02:01:33,935","02:01:35,945",ఎంత invest చేశానో మీ అందరికీ తెలుసు.,yentha invest cheshaano mee andharikee thelusu.,
3262,"02:01:36,336","02:01:37,266",So మీ offer చెబితే.,So mee offer chebithe.,
3263,"02:01:37,706","02:01:38,405",What are you expecting?,What are you expecting?,
3264,"02:01:38,796","02:01:39,386",It's priceless.,It's priceless.,
3265,"02:01:40,036","02:01:43,006",ఈ weapon తో మీ ఇంట్లో కూర్చొని మీ laptop ద్వారా ఈ ప్రపంచంలో,ee weapon tho mee intlo koorchoni mee laptop dhvaaraa ee prapanchamlo,
3266,"02:01:43,235","02:01:44,226",మీరు ఎవరినైనా చంపేయొచ్చు.,meeru yevarinainaa champeyochhu.,
3267,"02:01:45,595","02:01:46,756",It's a revolution in arms.,It's a revolution in arms.,
3268,"02:01:47,296","02:01:47,806",I am expecting,I am expecting,
3269,"02:01:48,015","02:01:49,246",thirty billion dollars.,thirty billion dollars.,
3270,"02:01:54,305","02:01:54,876",బాబాజీ one,baabaajee one,
3271,"02:01:54,975","02:01:56,266",condition మీద deal okay.,condition meedha deal okay.,
3272,"02:01:56,475","02:01:57,186",ఏంటి ఆ condition?,yenti aa condition?,
3273,"02:01:57,416","02:01:58,046",దీన్ని తయారుచేసిన,dheenni thayaaruchesina,
3274,"02:01:58,496","02:02:00,945",వాడి ప్రాణం కూడా మాకు కావాలి అంటున్నారు.,vaadi praanam koodaa maaku kaavaali antunnaaru.,
3275,"02:02:02,076","02:02:02,426",ఇలాంటిది,ilaantidhi,
3276,"02:02:03,115","02:02:04,686",ఇంకోటి వాడు తయారు చేయకూడదు.,inkoti vaadu thayaaru cheyakoodadhu.,
3277,"02:02:07,176","02:02:08,006",Okay it's a deal.,Okay it's a deal.,
3278,"02:02:08,855","02:02:11,086",ఇంకో forty eight hours లో ఈ weapon అది తయారుచేసిన,inko forty eight hours lo ee weapon adhi thayaaruchesina,
3279,"02:02:11,315","02:02:11,886",వాడి ప్రాణం,vaadi praanam,
3280,"02:02:12,055","02:02:12,766",రెండూ మీ ముందుంటాయి.,rendoo mee mundhuntaayi.,
3281,"02:02:13,095","02:02:15,066",పాపం ఆ major ని చంపేయటం అన్యాయం రా.,paapam aa major ni champeyatam anyaayam raa.,
3282,"02:02:15,395","02:02:16,666",గట్టిగ అనుకో నిన్ను చంపేస్తాడు.,gattiga anuko ninnu champesthaadu.,
3283,"02:02:21,695","02:02:21,975",Hello,Hello,
3284,"02:02:22,655","02:02:23,256",ఏమిట్రా? రేయ్,yemitraa? rey,
3285,"02:02:23,815","02:02:25,186",ఆ ధనరాజ్ గాడు ఇక్కడి నుంచి escape అయ్యాడు.,aa dhanaraaj gaadu ikkadi nunchi escape ayyaadu.,
3286,"02:02:25,475","02:02:27,055",ఖచ్చితంగా బాబా దగ్గరికి వస్తాడు. అమ్మో,khachhithangaa baabaa dhaggariki vasthaadu. ammo,
3287,"02:02:27,475","02:02:29,266",అయితే చాలా danger లో పడిపోతాం గా. అందుకే,ayithe chaalaa danger lo padipothaam gaa. andhuke,
3288,"02:02:29,735","02:02:31,006",నేను చెప్పినట్టు చెయ్. చెప్పు.,nenu cheppinattu chey. cheppu.,
3289,"02:02:31,756","02:02:32,106",ఆ,aa,
3290,"02:02:37,206","02:02:37,556",సరే.,sare.,
3291,"02:02:42,706","02:02:43,336",బాబా గారు.,baabaa gaaru.,
3292,"02:02:47,975","02:02:48,456",వద్దు. నన్ను,vadhdhu. nannu,
3293,"02:02:48,506","02:02:48,856",కాల్చద్దు.,kaalchadhdhu.,
3294,"02:02:49,586","02:02:49,936",నాకేమన్నా,naakemannaa,
3295,"02:02:50,076","02:02:51,216",అయితే అక్కడ మీ నాన్న బతకడు.,ayithe akkada mee naanna bathakadu.,
3296,"02:02:51,905","02:02:52,975",తీసుకోండి బాబా గారు.,theesukondi baabaa gaaru.,
3297,"02:02:53,926","02:02:55,476",ఈ గన్ను తీసుకుని మీరే నన్ను కాల్చేయండి.,ee gannu theesukuni meere nannu kaalcheyandi.,
3298,"02:02:56,765","02:02:57,776",ఇవాళ కాకపోతే రేపన్నా,ivaala kaakapothe repannaa,
3299,"02:02:58,265","02:03:00,296",మీకు ఈ నిజం తెలిసిన తర్వాత నన్ను ఎలాగూ కాల్చేస్తారు.,meeku ee nijam thelisina tharvaatha nannu yelaagoo kaalchesthaaru.,
3300,"02:03:00,765","02:03:01,636",అదేదో ఇప్పుడే కాల్చేయండి.,adhedho ippude kaalcheyandi.,
3301,"02:03:02,206","02:03:03,476",ఏంటా నిజం? మీరు అనుకుంటున్నట్టు,yentaa nijam? meeru anukuntunnattu,
3302,"02:03:04,206","02:03:06,336",నేను ఆ Major కొడుకు నరసింహుడు కాదు బాబా గారు.,nenu aa Major koduku narasimhudu kaadhu baabaa gaaru.,
3303,"02:03:07,015","02:03:07,376",ఆ! నిజమండీ.,aa! nijamandee.,
3304,"02:03:07,926","02:03:08,536",అదే పొలుచుకుంటున్న,adhe poluchukuntunna,
3305,"02:03:08,725","02:03:09,076",నరసింహాచారిని.,narasimhaachaarini.,
3306,"02:03:09,865","02:03:10,706",మాది హైదరాబాద్ లో,maadhi haidharaabaadh lo,
3307,"02:03:11,286","02:03:11,896",ఉన్న అగ్రహారం.,unna agrahaaram.,
3308,"02:03:12,305","02:03:14,236","మీఠా గారు, బాషా గారు వచ్చి వాడిలా నటించమంటే","meetaa gaaru, baashaa gaaru vachhi vaadilaa natinchamante",
3309,"02:03:14,826","02:03:16,496",వెధవ డబ్బుకు అకృతుపడి ఒప్పుకుని వచ్చాను.,vedhava dabbuku akruthupadi oppukuni vachhaanu.,
3310,"02:03:17,006","02:03:17,356",మీఠా!,meetaa!,
3311,"02:03:18,445","02:03:19,725",ఆ Major మీ పని ఆపేసాడని,aa Major mee pani aapesaadani,
3312,"02:03:20,025","02:03:20,896",మీరు worry అవుతుంటే,meeru worry avuthunte,
3313,"02:03:21,246","02:03:21,956",ఇతన్ని తీసుకెళ్దామని,ithanni theesukeldhaamani,
3314,"02:03:22,166","02:03:23,776",నేనే suggest చేశాను. ఇతను duplicate,nene suggest cheshaanu. ithanu duplicate,
3315,"02:03:23,945","02:03:24,836",అయినా మీ పని జరిగిందిగా,ayinaa mee pani jarigindhigaa,
3316,"02:03:24,985","02:03:25,336",బాబాజీ.,baabaajee.,
3317,"02:03:25,506","02:03:27,236",ఇక్కడికి వచ్చిన తర్వాత అర్థమైంది బాబా గారు.,ikkadiki vachhina tharvaatha arthamaindhi baabaa gaaru.,
3318,"02:03:27,386","02:03:29,445",నేను ఎంత పెద్ద మనిషిని మోసం చేస్తున్నానో అని.,nenu yentha pedhdha manishini mosam chesthunnaano ani.,
3319,"02:03:29,506","02:03:31,816",పెద్ద మనిషా? ఎవరు? ఊ? మీరే బాబా గారు.,pedhdha manishaa? yevaru? oo? meere baabaa gaaru.,
3320,"02:03:32,645","02:03:32,996",ఆ!,aa!,
3321,"02:03:33,185","02:03:34,336",మంచి వాళ్ళని మోసం చేయకూడదని,manchi vaallani mosam cheyakoodadhani,
3322,"02:03:34,826","02:03:36,236",మా బామ్మ ఎప్పుడూ చెప్తూ ఉంటుందండి.,maa baamma yeppudoo chepthoo untundhandi.,
3323,"02:03:36,626","02:03:37,336",అది కూడా నేనేగా?,adhi koodaa nenegaa?,
3324,"02:03:37,456","02:03:38,356",మీరే బాబా గారు.,meere baabaa gaaru.,
3325,"02:03:38,666","02:03:39,496",అందుకే నిజం చెప్పేశా.,andhuke nijam cheppeshaa.,
3326,"02:03:39,775","02:03:40,556","ఇక నన్ను క్షమించినా,","ika nannu kshaminchinaa,",
3327,"02:03:40,685","02:03:41,615",శిక్షించినా మీ ఇష్టం.,shikshinchinaa mee ishtam.,
3328,"02:03:42,166","02:03:43,836",ఈ విషయం ఇంకెవరికి తెలుసు? ఇప్పటిదాకా,ee vishayam inkevariki thelusu? ippatidhaakaa,
3329,"02:03:44,046","02:03:44,396","మాకు,","maaku,",
3330,"02:03:44,565","02:03:45,756",ఇప్పుడు మీకు తప్ప ఇంకెవరికీ,ippudu meeku thappa inkevarikee,
3331,"02:03:45,926","02:03:47,006",తెలియదు. Thank God.,theliyadhu. Thank God.,
3332,"02:03:47,725","02:03:48,496",ఆ చూడు- నరసింహాచారి,aa choodu- narasimhaachaari,
3333,"02:03:48,695","02:03:49,695",అండి. ఏదో ఒకటి.,andi. yedho okati.,
3334,"02:03:50,485","02:03:50,836",ఇప్పటిదాకా,ippatidhaakaa,
3335,"02:03:51,206","02:03:51,556",నువ్వు,nuvvu,
3336,"02:03:51,746","02:03:52,956",వీళ్ళ కోసం నాటకం ఆడావు.,veella kosam naatakam aadaavu.,
3337,"02:03:53,386","02:03:54,976",ఇప్పుడు నాకోసం continue చెయ్.,ippudu naakosam continue chey.,
3338,"02:03:55,326","02:03:56,136",నా పని పూర్తయ్యేంతవరకు,naa pani poorthayyenthavaraku,
3339,"02:03:56,565","02:03:57,036",ఆ Major,aa Major,
3340,"02:03:57,525","02:03:59,155",నువ్వే తన కొడుకువని నమ్మితే చాలు.,nuvve thana kodukuvani nammithe chaalu.,
3341,"02:03:59,326","02:04:00,676",నీకు one crore ఇస్తాను. ఎందుకు?,neeku one crore isthaanu. yendhuku?,
3342,"02:04:01,046","02:04:03,185",మేము చాలా ఇచ్చాం. మీకేం కావాలో చెప్పండి training ఇస్తాం.,memu chaalaa ichhaam. meekem kaavaalo cheppandi training isthaam.,
3343,"02:04:03,235","02:04:04,056","ఏయ్, వెడిపోరా.","yey, vediporaa.",
3344,"02:04:04,305","02:04:05,136",అది కాస్త. చంపేస్తా.,adhi kaastha. champesthaa.,
3345,"02:04:05,426","02:04:05,776",వెళ్ళిపోతా.,vellipothaa.,
3346,"02:04:06,666","02:04:07,276","బాబా గారు,","baabaa gaaru,",
3347,"02:04:07,586","02:04:09,416",మీరు ఏం చెప్పినా చేయడానికి నేను సిద్ధంగా ఉన్నానండి.,meeru yem cheppinaa cheyadaaniki nenu sidhdhangaa unnaanandi.,
3348,"02:04:09,725","02:04:10,076",Thanks.,Thanks.,
3349,"02:04:10,966","02:04:13,276",నువ్వు అసలు వాడివి కాదని నాక్కూడా తెలియనట్టే ఉంటా.,nuvvu asalu vaadivi kaadhani naakkoodaa theliyanatte untaa.,
3350,"02:04:13,845","02:04:15,115",ఈ విషయం మన మధ్యే ఉండాలి.,ee vishayam mana madhye undaali.,
3351,"02:04:15,586","02:04:15,936",ఎవ్వరికీ,yevvarikee,
3352,"02:04:16,195","02:04:16,546",తెలియకూడదు.,theliyakoodadhu.,
3353,"02:04:17,666","02:04:18,016",బాబా!,baabaa!,
3354,"02:04:20,475","02:04:23,006",బాబా! బా!,baabaa! baa!,
3355,"02:04:25,565","02:04:26,346","ఏయ్, ఈ-ఈ-ఈ","yey, ee-ee-ee",
3356,"02:04:27,246","02:04:28,896",అవతారం ఏంటి? వీడు చేసిందే.,avathaaram yenti? veedu chesindhe.,
3357,"02:04:29,365","02:04:31,016",నన్ను kidnap చేసి torture పెట్టాడు.,nannu kidnap chesi torture pettaadu.,
3358,"02:04:32,095","02:04:32,635",వాడా? వాడు,vaadaa? vaadu,
3359,"02:04:32,685","02:04:34,236",నిన్నెందుకు kidnap చేశాడు? వాడేంటి?,ninnendhuku kidnap cheshaadu? vaadenti?,
3360,"02:04:34,645","02:04:35,176",వీడు కదా.,veedu kadhaa.,
3361,"02:04:36,675","02:04:37,615",వీడే. నిన్నెందుకు,veede. ninnendhuku,
3362,"02:04:37,666","02:04:39,216",kidnap చేశాడు? ఆ Major ఎక్కడున్నాడో,kidnap cheshaadu? aa Major yekkadunnaado,
3363,"02:04:39,685","02:04:40,036",తెలుసుకోవడానికి.,thelusukovadaaniki.,
3364,"02:04:40,586","02:04:41,365",నువ్వేం చెప్పావు వాడికి?,nuvvem cheppaavu vaadiki?,
3365,"02:04:41,865","02:04:42,216",వాడికేంటి?,vaadikenti?,
3366,"02:04:42,786","02:04:43,416",వీడికి కదా.,veediki kadhaa.,
3367,"02:04:43,926","02:04:44,776",అదే. వీడికి.,adhe. veediki.,
3368,"02:04:44,985","02:04:45,336",వీడికి.,veediki.,
3369,"02:04:46,086","02:04:47,596",ఏం చెప్పావు? అది వీడినే అడుగు.,yem cheppaavu? adhi veedine adugu.,
3370,"02:04:47,786","02:04:48,456",వీడికేం గుర్తుంటుందండీ?,veedikem gurthuntundhandee?,
3371,"02:04:48,966","02:04:50,276",అన్నీ మర్చిపోతాడు కదా. అవును మర్చిపోయాను.,annee marchipothaadu kadhaa. avunu marchipoyaanu.,
3372,"02:04:50,426","02:04:52,076","చూశారా, మర్చిపోయిన విషయం ఎంత బాగా గుర్తుపెట్టుకున్నాడో.","chooshaaraa, marchipoyina vishayam yentha baagaa gurthupettukunnaado.",
3373,"02:04:52,246","02:04:53,236",అరేయ్ వీడేం మర్చిపోలేదు.,arey veedem marchipoledhu.,
3374,"02:04:53,605","02:04:54,736",ఊ. అంతా నాటకం.,oo. anthaa naatakam.,
3375,"02:04:54,886","02:04:56,376",నాటకం ఆడుతున్నాడు వీడు. ఏయ్!,naatakam aaduthunnaadu veedu. yey!,
3376,"02:04:57,206","02:04:57,556",చెప్పు.,cheppu.,
3377,"02:04:58,145","02:05:01,236",నువ్వేం చెప్పావు? ఆ Major ని Bird's Island లో పెట్టావని చెప్పాను.,nuvvem cheppaavu? aa Major ni Bird's Island lo pettaavani cheppaanu.,
3378,"02:05:01,466","02:05:02,076",ఎందుకు చెప్పావు?,yendhuku cheppaavu?,
3379,"02:05:02,265","02:05:02,615",ఎందుకేంటి?,yendhukenti?,
3380,"02:05:03,506","02:05:04,376",వీడు ఇలాగే చంపేస్తానన్నాడు.,veedu ilaage champesthaanannaadu.,
3381,"02:05:05,086","02:05:05,756",అందుకే చెప్పాను.,andhuke cheppaanu.,
3382,"02:05:06,386","02:05:07,356",అయినా place తెలుసుకుని,ayinaa place thelusukuni,
3383,"02:05:07,865","02:05:08,436",ఏం పీకుతాడు.,yem peekuthaadu.,
3384,"02:05:09,105","02:05:10,436",ఆ Major ని బయటికి తీసుకురావాలంటే,aa Major ni bayatiki theesukuraavaalante,
3385,"02:05:11,145","02:05:12,356",password కావాలి కదా.,password kaavaali kadhaa.,
3386,"02:05:12,805","02:05:13,596",అది నీ laptop,adhi nee laptop,
3387,"02:05:13,725","02:05:14,376",లోనే ఉందన్న,lone undhanna,
3388,"02:05:14,786","02:05:15,136",ధైర్యంతో,dhairyantho,
3389,"02:05:15,365","02:05:15,716",చెప్పాను.,cheppaanu.,
3390,"02:05:17,065","02:05:18,316",ఒకవేళ వాడు అక్కడికి వెళ్లినా,okavela vaadu akkadiki vellinaa,
3391,"02:05:18,746","02:05:19,456",మన వాళ్ళు చంపేస్తారనే.,mana vaallu champesthaarane.,
3392,"02:05:19,725","02:05:21,136",అరేయ్ వీడు ఇక్కడే ఉండగా,arey veedu ikkade undagaa,
3393,"02:05:21,565","02:05:23,856","అక్కడికెలా వెళ్తాడు. అబ్బా, ఒకవేళ వెళితే అన్నారండీ.","akkadikelaa velthaadu. abbaa, okavela velithe annaarandee.",
3394,"02:05:24,206","02:05:25,155",ఓ ప్రధాని పీడకు సాగిస్తారండీ.,o pradhaani peedaku saagisthaarandee.,
3395,"02:05:25,546","02:05:27,015",మీరో పని చేయండి. వెళ్లి మందుగుడ్డు పట్టుకోండి.,meero pani cheyandi. velli mandhuguddu pattukondi.,
3396,"02:05:27,065","02:05:27,416","ఏయ్,","yey,",
3397,"02:05:27,666","02:05:29,896",మరి వీడి సంగతి. నన్ను ఎంత torture పెట్టాడు.,mari veedi sangathi. nannu yentha torture pettaadu.,
3398,"02:05:30,386","02:05:31,695","చూడు, చూడు. నరసింహ,","choodu, choodu. narasimha,",
3399,"02:05:32,845","02:05:34,176","say sorry. ఆ, స-స-సారీ.","say sorry. aa, sa-sa-saaree.",
3400,"02:05:35,246","02:05:36,556",నన్ను ఇంత torture పెడితే,nannu intha torture pedithe,
3401,"02:05:36,685","02:05:39,176",చిన్న sorry నా? పోనీలెండి సార్. పెద్దదే చెప్తాను.,chinna sorry naa? poneelendi saar. pedhdhadhe chepthaanu.,
3402,"02:05:39,805","02:05:40,155",సా-రీ.,saa-ree.,
3403,"02:05:41,746","02:05:44,516",ఆ చాలు చాలు బాబు. చూశారా బాబు sorry ఎంత చక్కగా చెప్పాడో.,aa chaalu chaalu baabu. chooshaaraa baabu sorry yentha chakkagaa cheppaado.,
3404,"02:05:44,805","02:05:45,155",satisfied?,satisfied?,
3405,"02:05:45,666","02:05:46,176",ఇంక కుంటండి.,inka kuntandi.,
3406,"02:05:46,786","02:05:47,136",వెళ్ళండి.,vellandi.,
3407,"02:05:53,315","02:05:54,475",సార్. ఆ.,saar. aa.,
3408,"02:05:54,525","02:05:56,115",మీకో నిజం చెప్పాలి సార్. ఏంటదే?,meeko nijam cheppaali saar. yentadhe?,
3409,"02:05:57,145","02:05:58,476","మిమ్మల్ని torture పెట్టింది నరసింహ,","mimmalni torture pettindhi narasimha,",
3410,"02:05:58,666","02:05:59,996",sorry చెప్పింది చారి సార్.,sorry cheppindhi chaari saar.,
3411,"02:06:00,485","02:06:00,836",What?,What?,
3412,"02:06:01,126","02:06:02,056",అవును సార్. వీళ్లిద్దరూ.,avunu saar. veellidhdharoo.,
3413,"02:06:02,805","02:06:03,416",నువ్వు చెప్తుంటే,nuvvu chepthunte,
3414,"02:06:04,386","02:06:05,256",నాకూ అలాగే అనిపిస్తోంది.,naakoo alaage anipisthondhi.,
3415,"02:06:05,805","02:06:06,736","వాడి మాట వేరు,","vaadi maata veru,",
3416,"02:06:07,025","02:06:09,496","వీడి మాట వేరు. మాట ఏమిటి సార్, మనుషులే వేరు.","veedi maata veru. maata yemiti saar, manushule veru.",
3417,"02:06:09,805","02:06:11,456",మరి ఈ విషయం ఇందాక ఎందుకు చెప్పలేదు?,mari ee vishayam indhaaka yendhuku cheppaledhu?,
3418,"02:06:11,666","02:06:12,476",నా మమ్మీ చెప్పొద్దంది,naa mammee cheppodhdhandhi,
3419,"02:06:12,685","02:06:13,036",సార్.,saar.,
3420,"02:06:13,485","02:06:14,195",మమ్మీ ఎవరు?,mammee yevaru?,
3421,"02:06:14,405","02:06:15,596",అదో పెద్ద ఆత్మకథ లెండి.,adho pedhdha aathmakatha lendi.,
3422,"02:06:16,025","02:06:17,016",అది ఇప్పుడు శికారికి వెళ్ళింది.,adhi ippudu shikaariki vellindhi.,
3423,"02:06:17,295","02:06:18,735",ఆ. వచ్చేలోపు ఈ విషయం మన బాబా గారికి చెబుద్దాం.,aa. vachhelopu ee vishayam mana baabaa gaariki chebudhdhaam.,
3424,"02:06:18,786","02:06:19,416",పదండి. ఆ.,padhandi. aa.,
3425,"02:06:20,305","02:06:20,655",బాబా.,baabaa.,
3426,"02:06:21,865","02:06:22,916",ఆ. ఇప్పుడు నాకంతా,aa. ippudu naakanthaa,
3427,"02:06:23,105","02:06:23,456",అర్థమైపోయింది.,arthamaipoyindhi.,
3428,"02:06:24,326","02:06:24,816",ఏం అర్థమైందిరా?,yem arthamaindhiraa?,
3429,"02:06:25,685","02:06:26,036",వీళ్ళు,veellu,
3430,"02:06:26,725","02:06:27,076",ఇద్దరున్నారు.,idhdharunnaaru.,
3431,"02:06:27,826","02:06:29,115",నీకెలా తెలుసు? వీడు చెప్పాడు.,neekelaa thelusu? veedu cheppaadu.,
3432,"02:06:29,445","02:06:31,136","ఆ. నన్ను kidnap చేసినోడు వేరు,","aa. nannu kidnap chesinodu veru,",
3433,"02:06:31,626","02:06:31,976",ఇక్కడున్నోడు,ikkadunnodu,
3434,"02:06:32,166","02:06:32,516",వేరు.,veru.,
3435,"02:06:33,365","02:06:35,836",నువ్వు చెప్పురా. అవును సార్. ఆ. వాళ్ళిద్దరూ ఉన్నారు సార్.,nuvvu cheppuraa. avunu saar. aa. vaallidhdharoo unnaaru saar.,
3436,"02:06:35,886","02:06:36,236",చంపేస్తా.,champesthaa.,
3437,"02:06:36,466","02:06:37,876",ఎందుకు సార్? ఇద్దరేంట్రా ఇద్దరు.,yendhuku saar? idhdharentraa idhdharu.,
3438,"02:06:37,996","02:06:40,536",ఒకడే ఉన్నాడు. వాడు ఇక్కడే ఉన్నాడు. ఇక్కడ లేనోడు ఇంకొకడున్నాడు,okade unnaadu. vaadu ikkade unnaadu. ikkada lenodu inkokadunnaadu,
3439,"02:06:40,685","02:06:41,396",సార్. లేనోడెలా,saar. lenodelaa,
3440,"02:06:41,586","02:06:41,936",ఉంటాడురా?,untaaduraa?,
3441,"02:06:42,185","02:06:42,936",ఉన్నాడు సార్.,unnaadu saar.,
3442,"02:06:43,166","02:06:44,476",అది చెప్పడానికి వచ్చే నేను ఇక్కడ ఇరుక్కుపోయాను.,adhi cheppadaaniki vachhe nenu ikkada irukkupoyaanu.,
3443,"02:06:45,305","02:06:45,655",అంటే,ante,
3444,"02:06:46,086","02:06:46,896",ఒకేలా ఇద్దరున్నారంటావ్.,okelaa idhdharunnaarantaav.,
3445,"02:06:47,475","02:06:47,826",అమ్మయ్యా.,ammayyaa.,
3446,"02:06:48,286","02:06:48,916",ఇప్పటికి మీకర్థమైంది,ippatiki meekarthamaindhi,
3447,"02:06:49,065","02:06:49,416",సార్.,saar.,
3448,"02:06:49,666","02:06:50,655",అంటే వీళ్ళ father ఒకడేనా?,ante veella father okadenaa?,
3449,"02:06:50,886","02:06:51,496",కాదు సార్.,kaadhu saar.,
3450,"02:06:51,845","02:06:52,195",పోనీ,ponee,
3451,"02:06:52,466","02:06:54,735",mother ఒకరేనా? కాదు సార్. కానీ mother tongue ఒకటే సార్.,mother okarenaa? kaadhu saar. kaanee mother tongue okate saar.,
3452,"02:06:54,786","02:06:55,536",Tongue పీకేస్తా.,Tongue peekesthaa.,
3453,"02:06:56,246","02:06:56,936","father లు వేరు,","father lu veru,",
3454,"02:06:57,195","02:06:57,876",mother లు వేరు.,mother lu veru.,
3455,"02:06:58,345","02:06:58,695",అటువంటప్పుడు,atuvantappudu,
3456,"02:06:58,826","02:07:00,896",ఇద్దరూ ఒకేలా ఎలా ఉంటార్రా? అయ్యో ఉన్నారు సార్.,idhdharoo okelaa yelaa untaarraa? ayyo unnaaru saar.,
3457,"02:07:01,145","02:07:01,876",నేను నమ్మను.,nenu nammanu.,
3458,"02:07:02,586","02:07:03,396",మీరు కూడా నమ్మకండి.,meeru koodaa nammakandi.,
3459,"02:07:03,605","02:07:05,065",ఆ. Proof లు ఉంటేగాని,aa. Proof lu untegaani,
3460,"02:07:05,286","02:07:05,876",తేనె నమ్మొద్దు.,thene nammodhdhu.,
3461,"02:07:06,006","02:07:08,215",Proof లేండి సార్ proof లు. మీరేమన్నా జిల్లా Judge ఆ?,Proof lendi saar proof lu. meeremannaa jillaa Judge aa?,
3462,"02:07:08,265","02:07:09,166",మీరో పెద్ద don అంతే.,meero pedhdha don anthe.,
3463,"02:07:09,765","02:07:10,615",don లు కూడా,don lu koodaa,
3464,"02:07:10,765","02:07:11,536",proof లు కావాలిరా.,proof lu kaavaaliraa.,
3465,"02:07:11,886","02:07:13,516",ఉంటే చెప్పండి నమ్ముతా. Proof లంటే-,unte cheppandi nammuthaa. Proof lante-,
3466,"02:07:15,525","02:07:15,876",ఆ.,aa.,
3467,"02:07:17,506","02:07:18,346",ఆ. తా తా తా.,aa. thaa thaa thaa.,
3468,"02:07:19,845","02:07:20,816",లోపలికి బాగానే వచ్చేసావ్.,lopaliki baagaane vachhesaav.,
3469,"02:07:21,046","02:07:21,796",problem ఏమీ రాలేదుగా.,problem yemee raaledhugaa.,
3470,"02:07:22,966","02:07:24,336",అందరూ నన్ను చూసి నువ్వు అనుకుంటున్నారు.,andharoo nannu choosi nuvvu anukuntunnaaru.,
3471,"02:07:24,746","02:07:25,556",problem ఏం వస్తుంది?,problem yem vasthundhi?,
3472,"02:07:25,865","02:07:26,216",పోనీలే.,poneele.,
3473,"02:07:26,586","02:07:27,216","అన్నట్టు రేయ్,","annattu rey,",
3474,"02:07:27,445","02:07:28,155",ఆ బాబా గాడికి,aa baabaa gaadiki,
3475,"02:07:28,466","02:07:29,516",ఇంకో గంటలో డబ్బులు వస్తున్నాయట.,inko gantalo dabbulu vasthunnaayata.,
3476,"02:07:29,886","02:07:31,076",అప్పుడు వాడు ఆ laptop on చేస్తాడు.,appudu vaadu aa laptop on chesthaadu.,
3477,"02:07:31,985","02:07:33,776",అయితే వాడు ఆ laptop on చేసే time కి,ayithe vaadu aa laptop on chese time ki,
3478,"02:07:33,926","02:07:35,985",మనం వాణ్ని divert చెయ్యాలి. దానికి నేనేం చెయ్యాలి?,manam vaanni divert cheyyaali. dhaaniki nenem cheyyaali?,
3479,"02:07:36,265","02:07:37,076",నీ girlfriend ఎక్కడుంది?,nee girlfriend yekkadundhi?,
3480,"02:07:37,286","02:07:38,336",ఈ Kolkata లోనే చచ్చింది.,ee Kolkata lone chachhindhi.,
3481,"02:07:38,706","02:07:40,956",నా girlfriend కూడా ఇక్కడే ఉంది. ఇప్పుడు వాళ్ళిద్దరూ ఎందుకురా మనకి?,naa girlfriend koodaa ikkade undhi. ippudu vaallidhdharoo yendhukuraa manaki?,
3482,"02:07:41,506","02:07:41,856",చెప్తా.,chepthaa.,
3483,"02:07:45,395","02:07:45,956",చెప్పురా పేరు,cheppuraa peru,
3484,"02:07:46,006","02:07:46,356",శాస్త్రి.,shaastha్ri.,
3485,"02:07:46,525","02:07:46,876","బాబా,","baabaa,",
3486,"02:07:47,145","02:07:47,756",నేనొక important,nenoka important,
3487,"02:07:47,886","02:07:48,436",news పట్టా.,news pattaa.,
3488,"02:07:48,805","02:07:50,095","phone లో చెప్పనా, అక్కడికి వచ్చి చెప్పనా?","phone lo cheppanaa, akkadiki vachhi cheppanaa?",
3489,"02:07:50,166","02:07:51,076",వస్తే నువ్వు ఇరుక్కుదుముతావ్.,vasthe nuvvu irukkudhumuthaav.,
3490,"02:07:51,466","02:07:53,615",అక్కడి నుంచే చెప్పు. వాళ్ళు కవల పిల్లలట బాబా.,akkadi nunche cheppu. vaallu kavala pillalata baabaa.,
3491,"02:07:53,926","02:07:54,276",ఆ.,aa.,
3492,"02:07:54,525","02:07:56,026",ఆ ముసలది hospital లోనే మార్చేసిందట.,aa musaladhi hospital lone maarchesindhata.,
3493,"02:07:56,706","02:07:57,056",అగ్రహారంలో,agrahaaramlo,
3494,"02:07:57,286","02:07:59,016",ఉన్న మన agents ద్వారా ఇప్పుడే news వచ్చింది.,unna mana agents dhvaaraa ippude news vachhindhi.,
3495,"02:07:59,286","02:08:00,115",సూపర్ రా.,soopar raa.,
3496,"02:08:00,765","02:08:02,056",ఈ proof చాలురా వాణ్ని లేపేయడానికి.,ee proof chaaluraa vaanni lepeyadaaniki.,
3497,"02:08:02,826","02:08:03,516",నువ్వు phone పెట్టెయ్.,nuvvu phone pettey.,
3498,"02:08:04,105","02:08:04,736",ధనరాజు గారు.,dhanaraaju gaaru.,
3499,"02:08:06,345","02:08:06,996",బాబా గారు.,baabaa gaaru.,
3500,"02:08:08,386","02:08:09,136",మళ్ళీ ఏంటయ్యా?,mallee yentayyaa?,
3501,"02:08:09,426","02:08:10,976","ఆ ధనరాజు గారు, మా గురువుగారు కలిసి","aa dhanaraaju gaaru, maa guruvugaaru kalisi",
